waktu;hari;mode;LDR_L1;LDR_L2;LDR_L3;LDR_R1;LDR_R2;LDR_R3;LDR_U1;LDR_U2;LDR_U3;LDR_U4;arus;tegangan;daya
12:02;3;tracking;2930;2657;3131;3137;3486;2847;2802;3216;3755;4042;0.57;11.48;6.53
12:04;3;tracking;2913;2638;3121;3136;3461;2832;2787;3201;3755;4031;0.56;11.48;6.43
12:06;3;tracking;2902;2635;3105;3151;3472;2848;2769;3190;3757;4032;0.57;11.48;6.53
12:08;3;tracking;2909;2638;3114;3152;3485;2865;2764;3148;3790;4043;0.58;11.48;6.66
12:10;3;tracking;2883;2611;3095;3133;3456;2852;2738;3129;3763;4027;0.57;11.47;6.58
12:12;3;tracking;2870;2607;3093;3129;3466;2837;2724;3116;3751;4023;0.56;11.48;6.45
12:14;3;tracking;2878;2612;3107;3136;3472;2863;2737;3093;3779;3996;0.59;11.48;6.75
12:16;3;tracking;2881;2624;3105;3139;3495;2881;2741;3088;3802;3993;0.6;11.49;6.93
12:18;3;tracking;2912;2683;3182;3248;3617;3024;2794;3107;3933;4041;0.76;11.52;8.72
12:20;3;tracking;2983;2779;3267;3380;3761;3239;2861;3125;4095;4092;1.06;11.6;12.25
12:22;3;tracking;2843;2619;3120;3138;3504;2903;2705;3061;3813;3987;0.63;11.5;7.25
12:24;3;tracking;2851;2610;3091;3131;3482;2883;2721;3071;3798;3992;0.61;11.5;7.04
12:26;3;tracking;2726;2688;3123;3407;3841;3376;2599;3034;4073;4061;1.39;11.84;16.48
12:28;3;tracking;2704;2666;3110;3393;3844;3367;2559;3024;4079;4057;1.37;11.82;16.22
12:30;3;statis;2707;2659;3117;3413;3858;3376;2551;3013;4079;4061;1.38;11.82;16.37
12:32;3;statis;2701;2678;3127;3439;3874;3413;2541;2994;4095;4067;1.46;11.84;17.26
12:34;3;statis;2671;2643;3096;3411;3870;3392;2506;2947;4095;4054;1.45;11.84;17.14
12:36;3;statis;2654;2614;3069;3379;3849;3356;2480;2914;4080;4040;1.37;11.82;16.21
12:38;3;statis;2642;2623;3095;3393;3847;3383;2480;2889;4091;4025;1.42;11.84;16.81
12:40;3;statis;2622;2605;3061;3377;3843;3376;2453;2863;4079;4008;1.41;11.83;16.68
12:42;3;statis;2510;2470;2929;3262;3744;3217;2293;2768;3983;3926;1.09;11.76;12.8
12:44;3;statis;2385;2359;2854;3150;3678;3124;2123;2674;3917;3847;0.95;11.72;11.19
12:46;3;statis;2234;2123;2667;2800;3294;2699;1919;2559;3471;3657;0.5;11.6;5.83
12:48;3;statis;2269;2157;2705;2862;3385;2806;2002;2559;3637;3675;0.58;11.61;6.69
12:50;3;statis;2307;2219;2750;2986;3503;2929;2081;2587;3767;3694;0.71;11.64;8.22
12:52;3;statis;2374;2338;2850;3162;3693;3154;2210;2640;3951;3803;1.02;11.71;11.93
12:54;3;statis;2403;2384;2895;3165;3755;3214;2254;2670;3975;3818;1.12;11.74;13.12
12:56;3;statis;2402;2378;2892;3255;3757;3202;2269;2688;3943;3832;1.11;11.74;12.99
12:58;3;statis;2422;2405;2901;3127;3758;3221;2289;2690;3976;3847;1.14;11.75;13.41
13:00;3;tracking;2433;2423;2922;3285;3779;3252;2307;2704;3984;3833;1.2;11.76;14.06
13:02;3;tracking;2422;2419;2937;3061;3798;3290;2347;2719;4016;3858;0.89;11.69;10.41
13:04;3;tracking;2427;2441;2919;3024;3799;3279;2323;2704;4014;3860;0.99;11.71;11.65
13:06;3;tracking;2414;2419;2925;2908;3831;3327;2319;2718;4032;3888;0.78;11.67;9.14
13:08;3;tracking;2384;2394;2902;3070;3831;3313;2305;2715;4016;3866;0.85;11.69;9.96
13:10;3;tracking;2417;2384;2928;2923;3775;3255;2363;2723;4042;3855;0.73;11.64;8.46
13:12;3;tracking;2402;2374;2917;2775;3775;3280;2338;2704;4014;3838;0.59;11.62;6.84
13:14;3;tracking;2391;2382;2902;2714;3801;3279;2329;2703;4039;3846;0.57;11.6;6.66
13:16;3;tracking;2370;2360;2883;2698;3567;3264;2319;2702;4019;3808;0.53;11.59;6.2
13:18;3;tracking;2364;2325;2891;2693;3441;3278;2322;2701;4032;3810;0.53;11.58;6.15
13:20;3;tracking;2377;2371;2894;2672;3814;3288;2330;2704;4053;3833;0.48;11.56;5.51
13:22;3;tracking;2336;2313;2861;2653;3265;3237;2274;2691;3997;3796;0.46;11.55;5.35
13:24;3;tracking;2295;2277;2831;2661;3258;3191;2258;2679;3979;3801;0.45;11.54;5.23
13:26;3;tracking;2283;2288;2837;2622;3173;3071;2267;2679;3979;3801;0.45;11.53;5.19
13:28;3;tracking;2283;2288;2832;2608;3156;2519;2273;2671;4013;3784;0.42;11.52;4.84
13:30;3;statis;2286;2273;2831;2612;3106;2799;2218;2670;3983;3779;0.42;11.52;4.89
13:32;3;statis;2265;2275;2821;2591;3084;2870;2205;2667;3538;3736;0.42;11.52;4.79
13:34;3;statis;2273;2265;2818;2583;3058;2672;2222;2651;3821;3747;0.41;11.52;4.7
13:36;3;statis;2257;2241;2812;2587;3055;2463;2231;2640;3874;3724;0.4;11.51;4.63
13:38;3;statis;2241;2234;2783;2559;3050;2597;2103;2625;3345;3573;0.38;11.5;4.39
13:40;3;statis;2213;2230;2772;2545;3027;2410;2015;2624;3428;3640;0.36;11.5;4.19
13:42;3;statis;2199;2207;2763;2557;3006;2379;2009;2622;3489;3626;0.36;11.49;4.09
13:44;3;statis;2220;2207;2759;2529;3010;2382;2000;2623;3317;3561;0.35;11.49;4.03
13:46;3;statis;2224;2209;2757;2546;3138;2382;1967;2615;3117;3470;0.34;11.48;3.91
13:48;3;statis;2228;2204;2758;2553;3120;2383;1971;2635;3137;3468;0.33;11.47;3.84
13:50;3;statis;2223;2210;2751;2535;3168;2387;1975;2635;3146;3482;0.35;11.48;3.99
13:52;3;statis;2222;2223;2755;2544;3024;2401;1974;2640;3131;3474;0.34;11.47;3.9
13:54;3;statis;2204;2190;2735;2559;3024;2527;1947;2626;3137;3477;0.34;11.47;3.89
13:56;3;statis;2199;2171;2729;2551;3009;2549;1933;2603;3141;3475;0.35;11.47;3.99
13:58;3;statis;2193;2165;2711;2531;3009;2404;1915;2614;3105;3454;0.34;11.46;3.92
